Time,"Temp:Acpitz,0","Temp:Acpitz,1","Temp:PackageId0,0","Temp:Core0,0","Temp:Core1,0","Temp:Core2,0","Temp:Core3,0","Temp:Core4,0","Temp:Core5,0","Temp:Composite,0","Temp:Sensor1,0","Temp:Sensor2,0",Frequency:Avg,Frequency:Core 0,Frequency:Core 1,Frequency:Core 2,Frequency:Core 3,Frequency:Core 4,Frequency:Core 5,Util:Avg,Util:Core 0,Util:Core 1,Util:Core 2,Util:Core 3,Util:Core 4,Util:Core 5,"Power:package-0,0","Power:core,0","Power:dram,0"
2023-09-14_16:45:23,27.8,29.8,53.0,53.0,43.0,39.0,39.0,40.0,39.0,34.9,34.9,46.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,48.5,82.1,38.9,55.2,37.3,39.1,39.4,52.7,49.8,3.6
2023-09-14_16:45:25,27.8,29.8,62.0,61.0,58.0,62.0,60.0,57.0,58.0,34.9,34.9,45.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,88.1,96.0,86.9,86.4,85.9,87.6,85.0,82.7,79.7,4.4
2023-09-14_16:45:27,27.8,29.8,64.0,64.0,59.0,63.0,61.0,59.0,59.0,34.9,34.9,46.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,98.6,99.0,98.5,98.5,98.5,99.0,98.5,79.3,76.2,4.5
2023-09-14_16:45:29,27.8,29.8,63.0,63.0,59.0,63.0,60.0,58.0,59.0,34.9,34.9,45.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,95.1,92.5,96.0,96.5,96.5,95.5,94.5,88.3,85.0,4.5
2023-09-14_16:45:31,27.8,29.8,64.0,64.0,60.0,63.0,61.0,59.0,60.0,34.9,34.9,46.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,97.9,97.5,97.5,98.5,98.0,98.5,97.0,82.6,78.2,4.9
2023-09-14_16:45:33,27.8,29.8,42.0,40.0,39.0,39.0,38.0,40.0,39.0,34.9,34.9,47.9,4.5,4.2,4.8,4.1,4.7,4.8,4.6,60.4,57.0,56.8,56.0,53.3,84.4,55.3,65.6,59.3,3.4
run7
2023-09-14_16:47:16,27.8,29.8,65.0,51.0,44.0,65.0,44.0,46.0,44.0,35.9,35.9,48.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,61.2,75.0,50.0,100.0,44.4,50.0,42.9,101.2,96.1,1.4
2023-09-14_16:47:18,27.8,29.8,60.0,42.0,37.0,60.0,36.0,38.0,37.0,35.9,35.9,47.9,4.6,4.8,4.8,4.8,4.8,3.7,4.8,18.9,3.4,2.5,97.1,2.5,2.4,5.0,30.1,27.7,1.7
2023-09-14_16:47:20,27.8,29.8,77.0,62.0,61.0,77.0,59.0,56.0,58.0,35.9,35.9,47.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,26.4,13.2,11.3,98.6,10.3,10.7,14.4,38.1,35.6,1.9
