Time,"Temp:Acpitz,0","Temp:Acpitz,1","Temp:PackageId0,0","Temp:Core0,0","Temp:Core1,0","Temp:Core2,0","Temp:Core3,0","Temp:Core4,0","Temp:Core5,0","Temp:Composite,0","Temp:Sensor1,0","Temp:Sensor2,0",Frequency:Avg,Frequency:Core 0,Frequency:Core 1,Frequency:Core 2,Frequency:Core 3,Frequency:Core 4,Frequency:Core 5,Util:Avg,Util:Core 0,Util:Core 1,Util:Core 2,Util:Core 3,Util:Core 4,Util:Core 5,"Power:package-0,0","Power:core,0","Power:dram,0"
2023-09-27_05:48:45,27.8,29.8,74.0,42.0,37.0,73.0,38.0,41.0,38.0,34.9,34.9,45.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,19.2,4.4,3.0,100.0,2.5,2.0,3.5,36.4,34.0,1.2
2023-09-27_05:48:47,27.8,29.8,74.0,41.0,38.0,74.0,38.0,40.0,38.0,34.9,34.9,45.9,4.6,4.8,4.8,4.8,3.7,4.8,4.8,18.4,1.0,2.5,100.0,2.0,2.5,2.5,36.6,33.1,1.2
2023-09-27_05:48:49,27.8,29.8,73.0,42.0,37.0,73.0,37.0,41.0,39.0,34.9,34.9,45.9,4.6,4.8,4.8,4.8,4.8,4.8,3.7,19.1,1.5,2.0,100.0,3.5,4.5,3.5,39.5,33.9,1.2
2023-09-27_05:48:51,27.8,29.8,74.0,48.0,38.0,74.0,38.0,41.0,39.0,34.9,34.9,45.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,19.6,4.5,3.0,100.0,2.0,5.4,1.5,40.4,34.3,1.2
2023-09-27_05:48:53,27.8,29.8,74.0,42.0,37.0,74.0,37.0,41.0,38.0,34.9,34.9,45.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,19.4,1.0,3.0,100.0,5.0,2.5,5.9,40.3,34.3,1.2
2023-09-27_05:48:55,27.8,29.8,74.0,42.0,37.0,74.0,38.0,40.0,38.0,34.9,34.9,46.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,19.9,3.5,3.5,100.0,3.4,2.5,5.5,40.6,34.6,1.2
2023-09-27_05:48:57,27.8,29.8,73.0,44.0,38.0,73.0,38.0,41.0,51.0,34.9,34.9,45.9,4.6,4.8,4.8,4.8,3.7,4.8,4.8,19.4,2.9,3.0,100.0,3.0,3.0,6.4,40.0,34.0,1.2
2023-09-27_05:48:59,27.8,29.8,75.0,58.0,44.0,76.0,44.0,65.0,45.0,34.9,34.9,45.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,21.3,4.4,5.0,100.0,3.4,7.8,5.9,41.9,35.8,1.2
run6 Time taken: 80.58217287063599 seconds
2023-09-27_05:50:18,27.8,29.8,72.0,44.0,45.0,43.0,72.0,41.0,43.0,33.9,33.9,46.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,30.8,0.0,57.1,0.0,100.0,0.0,0.0,54.3,52.6,1.5
